filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
m328_6038.obj,normalized_data/Hand/m328_6038.obj,Hand,1.197,-0.051,0.166,671.812,0.998,-0.501,16.339,0.1515,0.2145,0.1635,0.1325,0.1055,0.083,0.0625,0.047,0.025,0.015,0.036,0.1495,0.2245,0.374,0.1915,0.0245,0.0,0.0,0.0,0.0,0.0615,0.1675,0.278,0.2465,0.154,0.0805,0.012,0.0,0.0,0.0,0.023,0.159,0.32,0.2685,0.1455,0.0695,0.0145,0.0,0.0,0.0,0.08,0.3595,0.3795,0.171,0.01,0.0,0.0,0.0,0.0,0.0
m335_7929.obj,normalized_data/Hand/m335_7929.obj,Hand,2.027,0.111,0.355,671.289,1.17,0.638,4.637,0.101,0.2055,0.1885,0.154,0.126,0.106,0.0575,0.04,0.015,0.0065,0.0075,0.0495,0.27,0.3575,0.2605,0.047,0.008,0.0,0.0,0.0,0.064,0.2085,0.266,0.238,0.1165,0.07,0.0305,0.0065,0.0,0.0,0.0245,0.142,0.27,0.2835,0.198,0.0725,0.0095,0.0,0.0,0.0,0.0625,0.27,0.3415,0.2485,0.0715,0.006,0.0,0.0,0.0,0.0
D01193_9274.obj,normalized_data/Hand/D01193_9274.obj,Hand,1.696,-0.084,0.249,699.091,1.025,-0.678,9.203,0.114,0.2205,0.1905,0.1415,0.1105,0.094,0.0595,0.0415,0.0215,0.0065,0.0175,0.131,0.3225,0.316,0.208,0.005,0.0,0.0,0.0,0.0,0.0615,0.199,0.2625,0.2385,0.1555,0.067,0.016,0.0,0.0,0.0,0.0145,0.1535,0.314,0.281,0.1735,0.057,0.0065,0.0,0.0,0.0,0.0715,0.315,0.391,0.1905,0.032,0.0,0.0,0.0,0.0,0.0
m324_6908.obj,normalized_data/Hand/m324_6908.obj,Hand,0.645,0.019,0.081,709.637,1.008,0.479,23.81,0.214,0.2125,0.1275,0.105,0.0865,0.0615,0.072,0.055,0.049,0.017,0.07,0.2965,0.263,0.213,0.1555,0.002,0.0,0.0,0.0,0.0,0.1355,0.3205,0.2205,0.149,0.105,0.055,0.0145,0.0,0.0,0.0,0.067,0.363,0.405,0.152,0.013,0.0,0.0,0.0,0.0,0.0,0.2,0.5595,0.234,0.0065,0.0,0.0,0.0,0.0,0.0,0.0
D01074_9538.obj,normalized_data/Hand/D01074_9538.obj,Hand,1.313,-0.053,0.203,799.704,1.0,-0.527,10.094,0.147,0.217,0.173,0.149,0.1025,0.079,0.064,0.041,0.0225,0.005,0.0115,0.165,0.2855,0.338,0.197,0.003,0.0,0.0,0.0,0.0,0.071,0.2155,0.2665,0.2475,0.125,0.059,0.0155,0.0,0.0,0.0,0.023,0.167,0.3255,0.3025,0.1455,0.035,0.0015,0.0,0.0,0.0,0.0765,0.353,0.387,0.1625,0.0205,0.0005,0.0,0.0,0.0,0.0
D01170_6730.obj,normalized_data/Hand/D01170_6730.obj,Hand,0.817,0.023,0.118,1047.588,1.013,0.437,22.193,0.1765,0.2165,0.1545,0.105,0.087,0.0845,0.072,0.0505,0.037,0.0165,0.0585,0.278,0.2975,0.1995,0.1605,0.006,0.0,0.0,0.0,0.0,0.0945,0.2795,0.2665,0.2025,0.1005,0.04,0.0165,0.0,0.0,0.0,0.0585,0.2925,0.382,0.216,0.048,0.003,0.0,0.0,0.0,0.0,0.1595,0.5205,0.288,0.0305,0.0015,0.0,0.0,0.0,0.0,0.0
D01097_6191.obj,normalized_data/Hand/D01097_6191.obj,Hand,1.444,-0.062,0.25,779.779,1.008,-0.473,13.117,0.1445,0.2015,0.159,0.1375,0.098,0.101,0.07,0.0505,0.028,0.01,0.018,0.1555,0.216,0.306,0.2675,0.037,0.0,0.0,0.0,0.0,0.0555,0.1915,0.245,0.229,0.158,0.0875,0.0335,0.0,0.0,0.0,0.0205,0.1575,0.292,0.2695,0.1725,0.0715,0.014,0.0025,0.0,0.0,0.06,0.3065,0.4005,0.194,0.038,0.001,0.0,0.0,0.0,0.0
m336_7538.obj,normalized_data/Hand/m336_7538.obj,Hand,0.94,0.031,0.16,865.101,1.009,0.405,14.954,0.1645,0.219,0.1705,0.111,0.0965,0.083,0.0615,0.052,0.031,0.011,0.027,0.254,0.2975,0.2285,0.1885,0.0045,0.0,0.0,0.0,0.0,0.093,0.2525,0.292,0.1865,0.101,0.0565,0.0185,0.0,0.0,0.0,0.0445,0.2635,0.3645,0.229,0.0815,0.016,0.001,0.0,0.0,0.0,0.1185,0.459,0.3495,0.0705,0.0025,0.0,0.0,0.0,0.0,0.0
D01020_8524.obj,normalized_data/Hand/D01020_8524.obj,Hand,0.95,-0.026,0.124,1302.556,1.025,-0.395,7.748,0.148,0.2155,0.1695,0.1505,0.0935,0.079,0.0625,0.0465,0.0245,0.0105,0.048,0.387,0.267,0.16,0.0995,0.0385,0.0,0.0,0.0,0.0,0.104,0.3215,0.3105,0.1455,0.07,0.0335,0.014,0.001,0.0,0.0,0.037,0.315,0.3915,0.2005,0.053,0.003,0.0,0.0,0.0,0.0,0.114,0.456,0.359,0.0655,0.0055,0.0,0.0,0.0,0.0,0.0
m326_8727.obj,normalized_data/Hand/m326_8727.obj,Hand,1.491,-0.043,0.183,1765.68,1.039,-0.512,11.2,0.149,0.2,0.1705,0.1205,0.116,0.085,0.0735,0.0485,0.0275,0.0095,0.0325,0.24,0.3235,0.229,0.1525,0.0225,0.0,0.0,0.0,0.0,0.109,0.2465,0.303,0.1785,0.097,0.0455,0.0205,0.0,0.0,0.0,0.052,0.2725,0.3285,0.2285,0.104,0.0145,0.0,0.0,0.0,0.0,0.1395,0.436,0.317,0.1025,0.005,0.0,0.0,0.0,0.0,0.0
D01041_8501.obj,normalized_data/Hand/D01041_8501.obj,Hand,1.491,-0.044,0.198,1714.665,1.026,-0.483,10.029,0.1445,0.2195,0.1655,0.122,0.093,0.102,0.0805,0.0415,0.027,0.0045,0.0265,0.229,0.323,0.2225,0.1695,0.0295,0.0,0.0,0.0,0.0,0.102,0.267,0.2655,0.206,0.0935,0.0465,0.0185,0.001,0.0,0.0,0.0455,0.269,0.33,0.2375,0.104,0.0135,0.0005,0.0,0.0,0.0,0.126,0.4205,0.3355,0.108,0.01,0.0,0.0,0.0,0.0,0.0
D01022_10869.obj,normalized_data/Hand/D01022_10869.obj,Hand,1.41,-0.028,0.155,3589.655,1.034,-0.265,10.98,0.1775,0.2005,0.143,0.127,0.109,0.0895,0.067,0.0485,0.027,0.011,0.023,0.191,0.2785,0.317,0.054,0.133,0.0035,0.0,0.0,0.0,0.087,0.2925,0.2195,0.1185,0.103,0.105,0.073,0.0015,0.0,0.0,0.033,0.212,0.314,0.287,0.136,0.018,0.0,0.0,0.0,0.0,0.084,0.3655,0.376,0.1655,0.009,0.0,0.0,0.0,0.0,0.0
m323_6828.obj,normalized_data/Hand/m323_6828.obj,Hand,0.794,0.018,0.097,1631.179,1.013,0.366,15.489,0.162,0.214,0.146,0.12,0.095,0.0865,0.07,0.0575,0.0345,0.0145,0.038,0.278,0.357,0.1995,0.117,0.0105,0.0,0.0,0.0,0.0,0.098,0.2975,0.2815,0.1725,0.1035,0.035,0.012,0.0,0.0,0.0,0.045,0.288,0.409,0.22,0.035,0.003,0.0,0.0,0.0,0.0,0.1375,0.484,0.342,0.0365,0.0,0.0,0.0,0.0,0.0,0.0
D01117_6038.obj,normalized_data/Hand/D01117_6038.obj,Hand,1.197,0.051,0.166,671.812,0.999,0.501,16.339,0.138,0.209,0.167,0.1295,0.116,0.0835,0.0695,0.0475,0.0295,0.0105,0.035,0.1665,0.219,0.3675,0.188,0.024,0.0,0.0,0.0,0.0,0.069,0.202,0.255,0.2145,0.162,0.086,0.0115,0.0,0.0,0.0,0.025,0.1775,0.3075,0.2685,0.1465,0.0615,0.0115,0.002,0.0,0.0,0.0775,0.3565,0.401,0.154,0.011,0.0,0.0,0.0,0.0,0.0
D01172_6828.obj,normalized_data/Hand/D01172_6828.obj,Hand,0.794,-0.018,0.097,1630.635,1.009,-0.366,15.495,0.174,0.216,0.1545,0.1115,0.0905,0.0865,0.066,0.059,0.034,0.008,0.0425,0.2815,0.347,0.1995,0.1235,0.006,0.0,0.0,0.0,0.0,0.097,0.301,0.2945,0.165,0.092,0.0405,0.01,0.0,0.0,0.0,0.0445,0.296,0.4045,0.211,0.043,0.001,0.0,0.0,0.0,0.0,0.1375,0.465,0.362,0.0355,0.0,0.0,0.0,0.0,0.0,0.0
m338_6730.obj,normalized_data/Hand/m338_6730.obj,Hand,0.817,-0.023,0.118,1047.615,1.016,-0.437,22.204,0.1925,0.207,0.1365,0.1075,0.0985,0.078,0.0675,0.0545,0.0425,0.0155,0.048,0.2845,0.3065,0.2,0.158,0.003,0.0,0.0,0.0,0.0,0.106,0.2705,0.275,0.1955,0.09,0.051,0.011,0.001,0.0,0.0,0.0605,0.29,0.3835,0.203,0.0565,0.0065,0.0,0.0,0.0,0.0,0.147,0.532,0.289,0.031,0.001,0.0,0.0,0.0,0.0,0.0
D01153_6908.obj,normalized_data/Hand/D01153_6908.obj,Hand,0.645,-0.019,0.081,709.579,1.006,-0.479,23.811,0.2305,0.195,0.1255,0.0945,0.0845,0.0765,0.0645,0.062,0.0515,0.0155,0.078,0.274,0.2815,0.206,0.157,0.0035,0.0,0.0,0.0,0.0,0.1285,0.332,0.238,0.14,0.095,0.0555,0.011,0.0,0.0,0.0,0.0685,0.3705,0.411,0.1355,0.0145,0.0,0.0,0.0,0.0,0.0,0.188,0.5815,0.225,0.0055,0.0,0.0,0.0,0.0,0.0,0.0
D01197_7112.obj,normalized_data/Hand/D01197_7112.obj,Hand,0.923,-0.024,0.211,1343.801,1.014,-0.294,6.537,0.1375,0.184,0.1795,0.152,0.119,0.097,0.054,0.042,0.0245,0.0105,0.056,0.3085,0.3635,0.194,0.0495,0.022,0.0065,0.0,0.0,0.0,0.0905,0.289,0.314,0.191,0.083,0.026,0.0065,0.0,0.0,0.0,0.047,0.286,0.3605,0.218,0.073,0.0135,0.002,0.0,0.0,0.0,0.1105,0.4485,0.3355,0.093,0.012,0.0005,0.0,0.0,0.0,0.0
D01200_7314.obj,normalized_data/Hand/D01200_7314.obj,Hand,0.921,-0.024,0.169,1325.032,1.023,-0.291,6.335,0.142,0.2035,0.169,0.1425,0.108,0.0955,0.0645,0.0415,0.0275,0.006,0.0485,0.311,0.337,0.211,0.0515,0.037,0.004,0.0,0.0,0.0,0.0965,0.2775,0.3345,0.151,0.084,0.043,0.0125,0.001,0.0,0.0,0.0415,0.2865,0.3575,0.2195,0.086,0.009,0.0,0.0,0.0,0.0,0.106,0.4475,0.3485,0.091,0.007,0.0,0.0,0.0,0.0,0.0
m329_6191.obj,normalized_data/Hand/m329_6191.obj,Hand,1.444,-0.062,0.25,779.779,1.008,-0.473,13.117,0.122,0.2185,0.2,0.139,0.0985,0.089,0.049,0.0505,0.0265,0.007,0.0245,0.1455,0.233,0.2945,0.2625,0.04,0.0,0.0,0.0,0.0,0.0555,0.1815,0.259,0.212,0.157,0.107,0.027,0.001,0.0,0.0,0.0215,0.1495,0.285,0.274,0.18,0.0655,0.0225,0.002,0.0,0.0,0.061,0.3395,0.3755,0.1945,0.029,0.0005,0.0,0.0,0.0,0.0
D01118_7539.obj,normalized_data/Hand/D01118_7539.obj,Hand,0.94,-0.031,0.16,865.087,1.009,-0.405,14.957,0.1605,0.2065,0.1545,0.118,0.101,0.0825,0.073,0.0595,0.034,0.0105,0.041,0.2775,0.302,0.196,0.1795,0.004,0.0,0.0,0.0,0.0,0.0925,0.2565,0.272,0.1865,0.125,0.052,0.0155,0.0,0.0,0.0,0.043,0.26,0.37,0.239,0.074,0.0125,0.0015,0.0,0.0,0.0,0.1205,0.466,0.3365,0.0735,0.0035,0.0,0.0,0.0,0.0,0.0
m330_10868.obj,normalized_data/Hand/m330_10868.obj,Hand,1.41,-0.028,0.155,3590.317,1.034,-0.265,10.975,0.1705,0.2145,0.129,0.1285,0.1165,0.0895,0.0655,0.0425,0.03,0.0135,0.02,0.183,0.2875,0.304,0.062,0.1385,0.005,0.0,0.0,0.0,0.081,0.2715,0.25,0.134,0.096,0.101,0.066,0.0005,0.0,0.0,0.0315,0.216,0.327,0.2575,0.15,0.018,0.0,0.0,0.0,0.0,0.0955,0.3665,0.3855,0.144,0.0085,0.0,0.0,0.0,0.0,0.0
D01162_10159.obj,normalized_data/Hand/D01162_10159.obj,Hand,2.533,0.242,0.632,277.636,1.076,0.787,2.079,0.0795,0.1675,0.224,0.19,0.141,0.0905,0.057,0.0335,0.014,0.003,0.0095,0.037,0.07,0.36,0.4795,0.044,0.0,0.0,0.0,0.0,0.032,0.102,0.1825,0.239,0.2365,0.1635,0.042,0.0025,0.0,0.0,0.0065,0.0655,0.148,0.235,0.2625,0.202,0.0755,0.005,0.0,0.0,0.0255,0.133,0.2705,0.2855,0.188,0.0905,0.007,0.0,0.0,0.0
m1557_8489.obj,normalized_data/Car/m1557_8489.obj,Car,1.876,-0.065,0.152,1574.069,1.053,-0.548,18.48,0.161,0.1885,0.1245,0.141,0.1245,0.1,0.08,0.045,0.0285,0.007,0.0,0.1185,0.1145,0.264,0.4305,0.0725,0.0,0.0,0.0,0.0,0.0895,0.148,0.228,0.137,0.1305,0.1505,0.1115,0.005,0.0,0.0,0.0535,0.176,0.1925,0.2315,0.231,0.112,0.0035,0.0,0.0,0.0,0.1165,0.276,0.337,0.2295,0.04,0.001,0.0,0.0,0.0,0.0
D00976_6895.obj,normalized_data/Car/D00976_6895.obj,Car,4.524,-0.046,0.208,43623.356,1.068,-0.314,18.925,0.161,0.19,0.14,0.145,0.1385,0.1075,0.051,0.035,0.0215,0.0105,0.0,0.0015,0.0815,0.414,0.474,0.029,0.0,0.0,0.0,0.0,0.1245,0.106,0.19,0.1035,0.18,0.2285,0.066,0.0015,0.0,0.0,0.046,0.18,0.2335,0.1635,0.189,0.175,0.013,0.0,0.0,0.0,0.0985,0.293,0.3295,0.223,0.054,0.002,0.0,0.0,0.0,0.0
m1513_7324.obj,normalized_data/Car/m1513_7324.obj,Car,1.715,-0.015,0.124,23092.08,1.009,-0.214,29.515,0.249,0.208,0.117,0.09,0.072,0.055,0.0585,0.076,0.053,0.0215,0.1375,0.2605,0.303,0.1745,0.081,0.0315,0.012,0.0,0.0,0.0,0.2115,0.318,0.1775,0.127,0.095,0.061,0.009,0.001,0.0,0.0,0.1355,0.445,0.3,0.0965,0.0215,0.0015,0.0,0.0,0.0,0.0,0.3415,0.5475,0.108,0.003,0.0,0.0,0.0,0.0,0.0,0.0
m1521_10756.obj,normalized_data/Car/m1521_10756.obj,Car,1.761,-0.063,0.105,1387.969,1.082,-0.739,17.35,0.1405,0.216,0.162,0.134,0.099,0.0815,0.0765,0.0525,0.028,0.01,0.005,0.073,0.383,0.2595,0.2105,0.069,0.0,0.0,0.0,0.0,0.0755,0.181,0.261,0.2215,0.135,0.092,0.031,0.003,0.0,0.0,0.024,0.1655,0.296,0.281,0.172,0.06,0.0015,0.0,0.0,0.0,0.075,0.3395,0.396,0.18,0.0095,0.0,0.0,0.0,0.0,0.0
m1506_10989.obj,normalized_data/Car/m1506_10989.obj,Car,1.846,0.008,0.149,96031.698,1.082,0.07,37.529,0.2075,0.1865,0.119,0.1305,0.0985,0.092,0.066,0.051,0.0335,0.0155,0.0255,0.132,0.0935,0.269,0.413,0.067,0.0,0.0,0.0,0.0,0.0955,0.1495,0.1945,0.209,0.1215,0.1505,0.0775,0.002,0.0,0.0,0.0305,0.1695,0.2805,0.2465,0.142,0.1045,0.026,0.0005,0.0,0.0,0.0905,0.3745,0.374,0.1455,0.0155,0.0,0.0,0.0,0.0,0.0
m1517_8815.obj,normalized_data/Car/m1517_8815.obj,Car,1.657,0.059,0.137,1325.518,1.02,0.653,17.543,0.1495,0.213,0.1435,0.1315,0.1095,0.084,0.0695,0.0585,0.0325,0.0085,0.0005,0.071,0.2815,0.333,0.2915,0.0225,0.0,0.0,0.0,0.0,0.09,0.1775,0.236,0.149,0.1635,0.136,0.045,0.003,0.0,0.0,0.0325,0.193,0.2475,0.2695,0.2205,0.037,0.0,0.0,0.0,0.0,0.0815,0.331,0.3835,0.1915,0.0125,0.0,0.0,0.0,0.0,0.0
m1539_8254.obj,normalized_data/Car/m1539_8254.obj,Car,2.079,0.054,0.128,3121.561,1.028,0.585,26.453,0.161,0.2005,0.144,0.126,0.122,0.104,0.0695,0.043,0.021,0.009,0.0035,0.0355,0.258,0.3425,0.323,0.0375,0.0,0.0,0.0,0.0,0.1105,0.1445,0.227,0.131,0.192,0.156,0.036,0.003,0.0,0.0,0.068,0.189,0.228,0.201,0.237,0.0765,0.0005,0.0,0.0,0.0,0.121,0.3395,0.3445,0.1845,0.0105,0.0,0.0,0.0,0.0,0.0
D00405_7001.obj,normalized_data/Car/D00405_7001.obj,Car,1.977,0.012,0.208,54551.234,1.019,0.08,9.591,0.144,0.1835,0.1775,0.1425,0.1315,0.1035,0.058,0.04,0.0155,0.004,0.0,0.0085,0.2525,0.337,0.3875,0.0145,0.0,0.0,0.0,0.0,0.0865,0.1375,0.205,0.2035,0.182,0.132,0.0535,0.0,0.0,0.0,0.036,0.138,0.2095,0.264,0.239,0.107,0.0065,0.0,0.0,0.0,0.0625,0.255,0.327,0.2535,0.0965,0.0055,0.0,0.0,0.0,0.0
m1530_7696.obj,normalized_data/Car/m1530_7696.obj,Car,1.568,0.051,0.114,1494.778,1.011,0.686,16.841,0.1595,0.24,0.1495,0.1125,0.0995,0.0725,0.066,0.062,0.03,0.0085,0.001,0.1195,0.29,0.277,0.2765,0.036,0.0,0.0,0.0,0.0,0.081,0.188,0.242,0.16,0.1545,0.11,0.0615,0.003,0.0,0.0,0.034,0.1825,0.294,0.2925,0.1785,0.0185,0.0,0.0,0.0,0.0,0.0815,0.3495,0.4065,0.157,0.0055,0.0,0.0,0.0,0.0,0.0
m1528_7458.obj,normalized_data/Car/m1528_7458.obj,Car,2.745,-0.049,0.099,8559.395,0.997,-0.716,16.247,0.166,0.2195,0.134,0.1295,0.112,0.089,0.0705,0.05,0.019,0.0105,0.002,0.13,0.28,0.4,0.163,0.025,0.0,0.0,0.0,0.0,0.1065,0.208,0.2385,0.159,0.172,0.09,0.025,0.001,0.0,0.0,0.0395,0.2265,0.2755,0.2705,0.1665,0.0215,0.0,0.0,0.0,0.0,0.1035,0.3905,0.367,0.135,0.004,0.0,0.0,0.0,0.0,0.0
m1509_7221.obj,normalized_data/Car/m1509_7221.obj,Car,2.365,0.016,0.221,50496.697,1.077,0.141,24.794,0.1865,0.179,0.1225,0.1415,0.135,0.092,0.053,0.0505,0.033,0.007,0.0105,0.09,0.2135,0.3355,0.2925,0.0515,0.0065,0.0,0.0,0.0,0.132,0.1345,0.2125,0.1275,0.174,0.181,0.038,0.0005,0.0,0.0,0.048,0.2275,0.2835,0.1545,0.18,0.0975,0.0085,0.0005,0.0,0.0,0.108,0.378,0.3355,0.1605,0.018,0.0,0.0,0.0,0.0,0.0
m1562_7557.obj,normalized_data/Car/m1562_7557.obj,Car,4.567,-0.092,0.439,11270.425,1.178,-0.283,5.141,0.1175,0.184,0.1825,0.154,0.158,0.0915,0.0595,0.0325,0.014,0.0065,0.0,0.004,0.127,0.343,0.3485,0.177,0.0005,0.0,0.0,0.0,0.054,0.125,0.132,0.202,0.2265,0.16,0.083,0.0175,0.0,0.0,0.0115,0.09,0.1665,0.2075,0.2315,0.1895,0.0925,0.011,0.0,0.0,0.0375,0.171,0.2665,0.278,0.1765,0.0615,0.009,0.0,0.0,0.0
m1508_8477.obj,normalized_data/Car/m1508_8477.obj,Car,1.021,0.014,0.082,5183.661,1.043,0.255,55.922,0.22,0.189,0.1165,0.108,0.092,0.073,0.065,0.058,0.0555,0.023,0.0845,0.1445,0.115,0.471,0.1595,0.0255,0.0,0.0,0.0,0.0,0.1265,0.2005,0.2365,0.143,0.142,0.129,0.0215,0.001,0.0,0.0,0.078,0.289,0.3185,0.198,0.097,0.0195,0.0,0.0,0.0,0.0,0.1735,0.531,0.2705,0.025,0.0,0.0,0.0,0.0,0.0,0.0
D00865_7078.obj,normalized_data/Car/D00865_7078.obj,Car,1.435,-0.08,0.146,461.522,1.006,-0.833,17.641,0.1555,0.2095,0.144,0.1145,0.1115,0.0865,0.0735,0.066,0.033,0.006,0.0145,0.0855,0.2495,0.2645,0.3395,0.0465,0.0,0.0,0.0,0.0,0.085,0.1735,0.2435,0.1685,0.141,0.1225,0.0655,0.0005,0.0,0.0,0.031,0.179,0.281,0.279,0.185,0.045,0.0,0.0,0.0,0.0,0.084,0.3535,0.3805,0.1685,0.0135,0.0,0.0,0.0,0.0,0.0
m1518_7486.obj,normalized_data/Car/m1518_7486.obj,Car,1.802,-0.054,0.123,1977.315,1.013,-0.693,25.755,0.157,0.1965,0.1145,0.135,0.1505,0.1075,0.0535,0.0455,0.0245,0.0155,0.0,0.029,0.293,0.449,0.1975,0.0315,0.0,0.0,0.0,0.0,0.1625,0.1225,0.217,0.107,0.2785,0.1,0.012,0.0005,0.0,0.0,0.0965,0.259,0.188,0.164,0.2685,0.024,0.0,0.0,0.0,0.0,0.1765,0.3835,0.3235,0.109,0.0075,0.0,0.0,0.0,0.0,0.0
m1522_8769.obj,normalized_data/Car/m1522_8769.obj,Car,1.459,-0.063,0.11,770.437,1.021,-0.83,20.865,0.1645,0.223,0.1525,0.118,0.093,0.0735,0.0805,0.059,0.029,0.007,0.0005,0.1085,0.286,0.289,0.2925,0.0235,0.0,0.0,0.0,0.0,0.092,0.179,0.236,0.1675,0.148,0.117,0.057,0.0035,0.0,0.0,0.0395,0.1825,0.285,0.2715,0.178,0.0435,0.0,0.0,0.0,0.0,0.1005,0.3655,0.346,0.183,0.005,0.0,0.0,0.0,0.0,0.0
D00452_7318.obj,normalized_data/Car/D00452_7318.obj,Car,3.67,0.062,0.212,12778.198,1.044,0.428,8.335,0.1385,0.165,0.173,0.162,0.137,0.113,0.0545,0.034,0.016,0.007,0.0,0.0195,0.2075,0.374,0.37,0.029,0.0,0.0,0.0,0.0,0.1085,0.1055,0.2075,0.206,0.1945,0.142,0.0345,0.0015,0.0,0.0,0.0405,0.1545,0.2255,0.185,0.2285,0.1605,0.0055,0.0,0.0,0.0,0.0825,0.2515,0.3,0.241,0.1185,0.0065,0.0,0.0,0.0,0.0
m1546_9068.obj,normalized_data/Car/m1546_9068.obj,Car,4.366,-0.077,0.15,14209.502,1.155,-0.654,29.276,0.1835,0.1925,0.1345,0.141,0.1085,0.093,0.063,0.043,0.0315,0.0095,0.0035,0.0545,0.1145,0.386,0.358,0.0805,0.003,0.0,0.0,0.0,0.1095,0.129,0.155,0.1995,0.16,0.175,0.069,0.003,0.0,0.0,0.048,0.1775,0.246,0.206,0.155,0.1405,0.026,0.001,0.0,0.0,0.115,0.342,0.3205,0.1915,0.031,0.0,0.0,0.0,0.0,0.0
m1489_8549.obj,normalized_data/Car/m1489_8549.obj,Car,1.95,-0.089,0.248,928.497,1.066,-0.536,8.102,0.132,0.1925,0.1825,0.144,0.131,0.103,0.061,0.031,0.0165,0.0065,0.0,0.0035,0.25,0.3315,0.355,0.06,0.0,0.0,0.0,0.0,0.0675,0.1305,0.228,0.209,0.1655,0.131,0.0645,0.004,0.0,0.0,0.021,0.123,0.222,0.2235,0.2375,0.1605,0.0125,0.0,0.0,0.0,0.0515,0.228,0.307,0.2875,0.115,0.011,0.0,0.0,0.0,0.0
m1545_8278.obj,normalized_data/Car/m1545_8278.obj,Car,2.44,0.046,0.119,6907.372,1.035,0.565,22.705,0.17058529264632316,0.22011005502751377,0.15057528764382191,0.11255627813906953,0.09004502251125562,0.08254127063531766,0.06453226613306653,0.057528764382191094,0.03851925962981491,0.013006503251625813,0.064,0.1965,0.2665,0.194,0.1845,0.0945,0.0,0.0,0.0,0.0,0.081,0.207,0.2905,0.196,0.0965,0.0865,0.0395,0.003,0.0,0.0,0.0435,0.223,0.344,0.2505,0.1185,0.0205,0.0,0.0,0.0,0.0,0.1215,0.439,0.352,0.086,0.0015,0.0,0.0,0.0,0.0,0.0
m1533_7374.obj,normalized_data/Car/m1533_7374.obj,Car,1.367,-0.061,0.105,683.126,1.032,-0.833,41.8,0.208,0.1905,0.118,0.1135,0.1195,0.099,0.061,0.0455,0.0335,0.0115,0.0,0.0545,0.2405,0.2845,0.307,0.1135,0.0,0.0,0.0,0.0,0.1215,0.141,0.235,0.115,0.153,0.128,0.087,0.0195,0.0,0.0,0.065,0.179,0.242,0.2,0.2325,0.0815,0.0,0.0,0.0,0.0,0.116,0.3665,0.381,0.135,0.0015,0.0,0.0,0.0,0.0,0.0
m1547_7722.obj,normalized_data/Car/m1547_7722.obj,Car,1.161,0.06,0.138,430.176,1.096,0.562,25.85,0.16,0.198,0.1495,0.137,0.1175,0.0825,0.0615,0.052,0.034,0.008,0.001,0.115,0.1515,0.3305,0.3495,0.0525,0.0,0.0,0.0,0.0,0.076,0.14,0.175,0.2285,0.174,0.1405,0.062,0.004,0.0,0.0,0.023,0.148,0.2625,0.234,0.183,0.125,0.024,0.0005,0.0,0.0,0.08,0.3285,0.368,0.1995,0.024,0.0,0.0,0.0,0.0,0.0
m1531_9281.obj,normalized_data/Car/m1531_9281.obj,Car,0.963,0.06,0.116,248.586,1.029,0.72,14.265,0.151,0.2245,0.1505,0.1215,0.095,0.089,0.0735,0.0555,0.0315,0.008,0.0,0.164,0.2645,0.2855,0.2255,0.0605,0.0,0.0,0.0,0.0,0.079,0.1935,0.291,0.172,0.124,0.0965,0.038,0.006,0.0,0.0,0.04,0.1725,0.2855,0.3175,0.166,0.0185,0.0,0.0,0.0,0.0,0.086,0.3395,0.392,0.1745,0.008,0.0,0.0,0.0,0.0,0.0
D00618_9823.obj,normalized_data/Car/D00618_9823.obj,Car,1.595,-0.044,0.1,2136.202,1.013,-0.63,21.147,0.159,0.208,0.1535,0.127,0.1145,0.0835,0.0705,0.0485,0.0285,0.007,0.0205,0.1295,0.3155,0.3545,0.161,0.019,0.0,0.0,0.0,0.0,0.1065,0.1715,0.3005,0.183,0.1405,0.08,0.017,0.001,0.0,0.0,0.0515,0.2095,0.308,0.2595,0.1555,0.016,0.0,0.0,0.0,0.0,0.1175,0.4005,0.3725,0.1085,0.001,0.0,0.0,0.0,0.0,0.0
m1523_10601.obj,normalized_data/Car/m1523_10601.obj,Car,1.311,0.049,0.109,928.82,1.012,0.695,20.586,0.171,0.207,0.16,0.1125,0.098,0.086,0.0805,0.056,0.023,0.006,0.005,0.143,0.3195,0.2895,0.233,0.01,0.0,0.0,0.0,0.0,0.092,0.233,0.2375,0.174,0.143,0.086,0.034,0.0005,0.0,0.0,0.026,0.1895,0.3285,0.294,0.1515,0.0105,0.0,0.0,0.0,0.0,0.0985,0.396,0.397,0.108,0.0005,0.0,0.0,0.0,0.0,0.0
